publisher	Count
Edmund Brusiins bokhandel, distr.	   1
Esbo Ungdomsförening	   1
C. Freese	   1
Sosialidemokratinen eduskuntaryhmä	   1
Sörnäisten Nuorten naisten kristillinen yhdistys	   1
Toini Strengin kirjakauppa, jakaja	   1
[Helios]	   1
Wentzel Hahelstam [po. Hagelstam]	   1
A. Christiansen	   1
Turun arkkihiippakunta	   1
Librairie Fischbacher	   1
Suomalainen Teologinen Kirjallisuusseura	   1
H. Seeman Nachf	   1
Ilmajoen kristillinen työväenyhdistys	   1
Diakonissestiftelsen	   1
[Föreningen Gabelsberger] :;Waseniuska Bokhandeln, jakaja	   1
[Porvoon hiippakunta]	   1
Suomen satamatyöntekijäin liitto	   1
Finska Mosskulturföreningen	   1
Aikakauslehti Spiritisti	   1
Emil Wahlsteinin kp.	   1
Itä-Karjalan hevosjalostusyhdistysten liitto	   1
Itä-Hämeen       hevosjalostusyhdistysten liitto	   1
Kustannus oy Herättäjä	   1
F. Hofmeister	   1
Osuusliike Elanto	   1
[Suomen kuuromykkäinliitto]	   1
Nuorsuom. puol. kanslia, julkaisija	   1
Marthaföreningen	   1
San Franciscon suomal. ev. luth. seurakunta	   1
Vilho Tomminen	   1
Tampereen työväen sanomalehti o.y.	   1
Kleins Forlag	   1
Kustannus-o.y.	   1
Suomen sos.dem. nuorisoliiton toimikunta	   1
[K.-S. työväen sanomal.-kirjap.- ja -kauppa osuuskunta]	   1
[Hämeenlinnan lyseo]	   1
Tammerfors Musikaliska Förening	   1
[Fjäderfäskötselns Vänner]	   1
Viktor Salminen	   1
Partïâ socialistov' revolûcïonerov'	   1
Kehitys	   1
Bryggeriindustriföreningen	   1
H. Klingstén	   1
Åbo Tidnings Tryckeri	   1
Strecker & Schröder	   1
Varias	   1
Christian Endeavor-Förbundet	   1
Suomen Teollisuuslehti	   1
Borgå folkhögskola	   1
Suomen laulun arpajaistoimikunta	   1
[Finlândskìj istoričeskìi musej]	   1
[Nacìonal'nyj muzej Finlândìi]	   1
Föfr.	   1
Izdanïe Hristïanskago kružka po izučenïû i izslědovanïû Svâŝ. Pisan	   1
Föreningen 'Hand i hand'	   1
Maatalouskirjasto	   1
'Sampo'-seura	   1
Veturimiesten raittiusliitto	   1
[Svenska Normallyceums i Helsingfors]	   1
[Tervolan kirkonkylän nuorisoseura]	   1
Gel'singforskoj gruppy R.S.-D.R. partïi	   1
Kristliga föreningen af unga kvinnor	   1
Suomen Viikkolehti	   1
Vidannâ Gel'singfors'kogo ukraïns'kogo tva prosvïta	   1
Pohjalaiset osakunnat	   1
[Tampereen kaupunginvaltuusto]	   1
[Svenska Förbundets verksamhet]	   1
W. Karsten, distr.	   1
Carl Konegen	   1
Porvoo	   1
Guðm. Gamalíelsson	   1
Izdanïe Gel'singfrsskoj gruppy socïal'-demokratičeskoj rabočej partïi	   1
Åhlén &  Åkerlund	   1
The Pilgram Press	   1
K. F. Hellgren	   1
Hugo Heller & Cie	   1
Akademiska bokhandeln, jakaja	   1
E. Rytkönen	   1
Izdanïe S. Sobčinskago i Plevkovskago kontora	   1
Lampel R. Könyvkereskedése	   1
Södersröm	   1
Hagelstams förlagsaktiebolaget	   1
[Sjöblom'in nahkateollisuus Osake-yhtiö]	   1
[SÖU]	   1
[Finlands Allmänna Svenska Folkskollärare- och lärarinneförening]	   1
Lutherska Söndagsskoleföreningen i Finland	   1
[Uleåborgs Tidning]	   1
[Ålands Missionförening]	   1
[Ålands Kulturhistoriska Museum]	   1
Mikkelin Työväen sanomalehti- ja kirjapaino-osuuskunta	   1
[Ålandska student-gillet]	   1
[Helsingfors norra svenska församling]	   1
F. Timber, distr.	   1
[Wiipurin koulunuorisoliitto]	   1
Svante Dahlström	   1
Handelsföreningen	   1
[Helios] :;[Waseniuska bokhandeln i distribution]	   1
Rossïjskaâ socïal' demokratičeskaâ  rabočaâ partïâ 'Edinstvo'	   1
Gutenbergs Tryckeri	   1
Kreatursförsäkringsbolaget i Finland	   1
Finska Handarbetets Vänner	   1
Sosialidemokratisia vaalijulkaisuja	   1
[Finland Brandstodsförening]	   1
W. Strübig	   1
Wiipurin kaupunki :;[V. Hoving, jakaja]	   1
Suomen luth. evank. yhdistys	   1
Watch Tower Bible & Tract Society :;Emil Österman, Turku [jakaja]	   1
Clouberg ja kumpp. (W. Hoving)	   1
H. Appelberg	   1
Mikko Kilpiä	   1
L. M. Partanen	   1
[Samskola i S:t Michel]	   1
[Fångvårdsstyrelsen i Finland]	   1
Izdanïe Gel'singforsskoj gruppy Rossïjskoj socïal'-demokratičeskoj rabočej partïi	   1
Suomen sosialidemokratinen naisten liitto	   1
Otto Andersinin kp.	   1
Finska bokförlagsexpeditionen	   1
published for the University of London by John Murray	   1
W. Klinkhardt	   1
Helsingfors Simsällskap	   1
[Arbetets Vänner i Vasa]	   1
Rakennustaito	   1
Centrallaget för handelslagen i Finland	   1
Izdanïe Sekcïi rasprostvanenïâ idej narodovlastïâ	   1
Lounasosuuskunnan kirjapaino	   1
Tekijä :;Frenckellin kirjakauppa, jakaja	   1
O. Lönnrot	   1
[Svenska Folkpartiets kretsstyrelse]	   1
K. F. Puromies [jakaja]	   1
Zemlâ narodu'	   1
[Turistföreningens i Finland Åbo-filial]	   1
[Kamratgillet]	   1
Puromiehen kp.	   1
Tipografija M. Korškova	   1
Izdatel'stvo Petrogradskago komiteta Partïi socïalistov'-revolûcïonerob'	   1
Nuorsuomalaisten vaalitoimikunta	   1
Tipografïâ M. Gorškova	   1
Waseniuska Bokhandeln i distr	   1
Oulun kirjapaino-, kirjansitomo- ja kirjakauppa-osakeyhtiö	   1
Joh. Parcinski	   1
Gebrüder Jänecke	   1
Mariehamns absoluta nykterhetsförening	   1
Varsinais-Suomen kansanopisto	   1
Lahden, Tampereen ja Viipurin puutarhaseurat	   1
[Finska Svinafvelsförening]	   1
Sekcïâ rasprositr. idej narodovlastïâ pri Ispolnitel'n. komitetè	   1
[Finska Stats Järnvägarnas Verkstäders arbetarförening]	   1
Tipografïâ Imperatorskago finlândskago senata	   1
Vasa afdelning	   1
Evangeliskt Veckoblads Exp	   1
Kirja-aitta	   1
[Finska Sparbanksdelegationen]	   1
[Ångfartygs Aktiebolaget Bore]	   1
[Turistföreningens i Finland Åbofilial]	   1
Helsingin Nimikirja	   1
[Utställningskommittén]	   1
[Åbo Biologiska Museum]	   1
[Tidning för musik]	   1
Lahden seudun nuorisoseura	   1
[Finska Seglareförbund]	   1
Finska Ångfartygs Aktiebolaget	   1
O.y. Kirja-Aitta [jakaja]	   1
Akc. obŝ. gagnesskïj knižnyj magazin'	   1
[Finska Revisorsföreningens lagförslag]	   1
Rauman kaupunki	   1
Champion	   1
Wasa Segelförening	   1
Turun kirjapaino- ja sanomalehti	   1
Juridiska Fakultetens förlag	   1
Tampereen Työväen Sanomalehti	   1
Tampereen sentraalikirjapaino	   1
[Karjalan sivistysseura]	   1
Turista societo de Finnlando	   1
'Tähti'	   1
Itä-Karjalan maanviljelysseura	   1
Litteraturförlaget	   1
O. Börje Waldén	   1
Finska Alliansmissionens Expedition	   1
Etzold & Co	   1
Finskt Idrottsblad	   1
Gebauer & Hetschcke	   1
Dulau & Co	   1
Andelslaget Kirjapainotaito	   1
[Sällskaps-teater i Mariehamn]	   1
[Sällskapet M. M.]	   1
Gösta Sundman	   1
[Finska Missionssällskapet]	   1
Fazer	   1
[H. Leoke]	   1
Sos.dem piiritoimikunta	   1
M. W. Vuolukka	   1
Finska Missionssällskapet och Ev. Luth. Söndagsskoleföreningen	   1
[Wiborgs Läns Segelförening]	   1
[Helsingfors Finska Bokhandel, distributör]	   1
kokoilija	   1
Suom.sos. kust. yht.	   1
Plon-Nourrit & C:ie	   1
Kuopion Asioimistoimisto, kustannusosasto	   1
Suomen Uimaliitto	   1
Suomen ev.luth. nuorukais-yhdistys	   1
Antero Taivalkoski	   1
[W. Skogstedt, jakaja]	   1
kokousta valmistava valiokunta	   1
Kuopion N. M. K. Y.	   1
[Finska Jaktförening]	   1
[Finska Industridelegationens Centralkommitté]	   1
[Finska Grafiska Industrins Arbetsgifvareförbund]	   1
Turistföeningen	   1
[Finska Förlagsföreningen]	   1
Finska Ev. Luth. Församlingen i San Francisco	   1
[Rautatieläisten palkkakomitea]	   1
Gustav Bondestam	   1
[Antroposofiskt Sällskap]	   1
Svenska Teaterföreningen i Finland	   1
[Svenska Lyceum i Uleåborg]	   1
Eos expedition	   1
[Allmänna Finska Arbetsgifvareförbundet]	   1
[Finska Grafiska Industrins Arbetgifvareförbund]	   1
[Vetenskapliga och litterära samfunden]	   1
D. Appleton and Company	   1
Eggers u. C:o	   1
Nykterhetsföreningen Balder	   1
Sö̈derström	   1
Alex. Lundström, distr.	   1
Södeström	   1
Söderström & C:o [jakaja]	   1
I. Lattu [jakaja]	   1
Suomal. sosial. kustannus-yhtiö	   1
[Suomen kirkkohistoriallinen seura]	   1
[Yritys]	   1
[Säde]	   1
Bibelsällskapet	   1
Åbo Sv. Arbetareförenings Ungdomsklubb	   1
[Teosofiska Samfundets Finska Sektions]	   1
H. T. Y. Liikeapulais-a.o.	   1
[Närpes lantmanna- och husmoderskola]	   1
Gesellschaft für vervielfältigende Kunst	   1
Viipurin evank. lut. nuorisoyhdistys	   1
Gyldendaske Bokhandel Nordisk Forlag	   1
J. F. Olan's bokhandel	   1
Turun läänin eteläisen vaalipiirin sosialidemokraattinen piiritoimikunta	   1
Otto Andersin'in kp.	   1
Mercators Expedition, distr.	   1
[O. J. Tallgren]	   1
H. K. Y:n siviililatojain-osasto	   1
Viipurin evank.-lut. nuorisoyhdistys	   1
Aug. Mattsson	   1
Socialdemokratiska partibyrån	   1
Helsingfors Dövstumförening	   1
Sylviaföreningen	   1
Dieterich'sche Verlagsbuchhandlung	   1
Lauri Itkonen	   1
Karl J. Trübner	   1
Föreningen Djurvännerna	   1
Skandinavisk Bokforlag	   1
[Sparbanken i Hangö]	   1
De Blindas Förbund i Finland, utg.	   1
Centralstyrelsen för Finlands Svenska Arbetarförbund, utg.	   1
Ateneum, distr.	   1
Finlands Svenska Ungdomsförbunds Expedition	   1
Yrjö Wellin	   1
Konstflitföreningen	   1
Salminen, Hanna Therman	   1
A. Rauhamaa	   1
Klinkhardt & Biermann	   1
Helsingin Diakonissalaitoksesta	   1
Pekka Brofeldt, distr.	   1
[Finlands svenska folkskollärarekår]	   1
[Finlands Svenska Fiskericentralförbund]	   1
Rauhan Sanomia's förlagsexpedition	   1
[Yhteiskuntataloudellinen aikakauskirja]	   1
H. Nurhonen, utg.	   1
'Sikars' förlag :;Pekka Brofeldt, distr.	   1
[Sågverksegaremötet]	   1
Suomen luth. evnk.-yhdistys	   1
[Vasa Hoppets Här]	   1
Helsingin uusi kp.-o.y.	   1
[Finlands Dövstumförbund]	   1
E. Marlborough & C:o	   1
[Finlands Allmänna Slöjdförenings yrkesskola]	   1
A. Lagergréen	   1
Sos. dem. eduskuntaryhmä	   1
Veckans Krönikas Red	   1
Förlagsföreningen Antroposofiska Sällskapet	   1
Turistföreningen i Finland :;Waseniuska Bokhandeln, jakaja	   1
Suomen Kalastusyhdistys	   1
Agrikultur-ekonomiska försöksanstalten i Finland	   1
Ilmajoen kunta	   1
Pyh. Sergein ja Hermanin veljeykunta	   1
Suomen hevosjalostusliittojen edustajisto	   1
Casa Editrice Romana	   1
Sigfús Eymundsson	   1
Gust. Ronlius	   1
Hollolan kunta	   1
Kustannustoimisto Hermes	   1
G. D. von Essen	   1
[Museo Botanico Universitatis Helsingforsiensis]	   1
Harjavallan kunnallislautakunta	   1
Hankasalmen maamiesseura	   1
F. W. Edlund	   1
Björn Schauman	   1
Hämeenlinna	   1
[Fennia]	   1
Suomalaisen puol. kanslia	   1
J. M. Dent & Sons	   1
Helsingin Kisa-veikot	   1
Lutherska Evangeliföreningen i Finland	   1
Tavastehus Sten- och Boktryckeri	   1
Asikkalan kunnalislautakunta	   1
Angelniemen kunta	   1
Högholmens djurgårds verksamhet	   1
Stockholms högskola	   1
Suomen Senaatti	   1
Suomen tiedeseura	   1
John Petterson	   1
S. V. R. Konepajojen tyäväenyhdistys	   1
O. Leiner	   1
Handelstr.	   1
Helge Wilén	   1
Iisalmen Ylivieskan Rautatiekomitea	   1
[Industriidkarenes i Finland Ömsesidiga brandstodsförening]	   1
Yrjö Weilin & Kumpp. o.y. kans.	   1
[Primula]	   1
Missions-Standarets förlag	   1
Maalaistyöväen puolue	   1
Industriidkarenes Ömsesidiga Brandstodsförening	   1
Internationella Bibelstudiesällskapet	   1
Kyrkslätt Skärgårds Ungdomsförening	   1
[Svenska Samskolans i Tavastehus konvent, utg.]	   1
Massif	   1
Lindbergs Tryckeri Aktiebolag	   1
[Gamlakarleby landskommun]	   1
Viator, utg.	   1
C. A. V. Lundholm	   1
Fria Missionens Exp., distr.	   1
Facklans Expedition	   1
A. V. Carlsson	   1
Helsingfors stads socialnämnd	   1
J. C. Hinrich'sche Buchhandlung	   1
Ev.-lut. nuorisoyhdistys	   1
Carl Winter	   1
R. Friedländer & Sohn.	   1
Andelssmörexportaffären Valio	   1
Universität Basel	   1
[Suomen koulunuorisoliitto]	   1
[Österbottens svenska kontventförbund]	   1
Urheilijain Kustannusosakeyhtiö	   1
Chiswick Press	   1
[Soc.-dem. kvinnorepresentantmötet]	   1
Hemskolexpeditionen	   1
T. O. Weigel	   1
[Predikantförbundet]	   1
[Nyländska Svenska landtmannagillenas]	   1
[N. S. U. Förbund]	   1
[Kymmene Interimsflottningsförening]	   1
Chelius & Comp.	   1
W. O. Laurent & C:o i distr	   1
[Kymmene Aktiebolag]	   1
W. Versluys	   1
[F. T. M. Föreningen]	   1
[Finska Sparbanksförening]	   1
Lit. Anstalt	   1
Suomen sosialidemokraattisen nuorisoliiton Jyväskylän osasto	   1
Finska Seglareförbundet	   1
[Finlands Förare- och Eldareförening]	   1
[Finska Förare- och Eldareföreningen]	   1
Suomen rautatieläisten sanomalehti ja kirjapaino osuusk.	   1
[Suomen rautatieläisten sanomalehti ja kirjapaino osuusk.]	   1
[Finalands Svenska Gymnastik- och Idrottsförbund]	   1
[Finlands Socialdemokratiska Ungdomsförbund]	   1
[Akaan kunnallis- ja köyhäinhoitohallitus]	   1
G. M. Giesche	   1
Suomalainen evank.-luteeril. kustannusliike	   1
Suomalaisen Kirjallisuudern Seura	   1
U. W. Télen & C:o	   1
J. W. Lillja ja Kump.	   1
U. W. Telén  C:o	   1
Työväen sanomalehti- ja kirjap. -osuuskunta	   1
Mäkisen Tehdasliike o.y.	   1
Keski-Suomen työväen sanomalehtiosuuskunta	   1
Sanomalehti-osuuskunta Kansan tahto	   1
Oulun et. vaalipiirin sos.-dem. piiritoimikunta	   1
Maanviljelijäin yleinen liitto	   1
Suomen kultaseppien liitto	   1
Kivityötekijäin liitto	   1
Kustannus o.y. Helios	   1
Elämä Osuuskunta	   1
Weilin & Göösin kirjakauppa [jakaja]	   1
sak Julin	   1
Lahden seudun nuorisoseurojen liitto	   1
Lapin maatalousseura	   1
Laukaan kunnallislautakunta	   1
Suomen leipuri- ja konditoriammatti-osastot	   1
[Pohjois-Savon hevossiitosyhdistysten liitto]	   1
Keski-Suomen hevosjalostusyhdistysten liitto	   1
Kp.-o.y. Sanoma	   1
Suomalaisen puolueenpiiritoimikunta Turun läänin eteläinen vaalipiiri [kustantaja]	   1
Länsi-Suomen Karjanjalostusyhdistys	   1
Suomen läkki-, pelti- ja vaskisepät	   1
Läntisen Viipurin läänin maanviljelysseura	   1
K. L. Rantanen	   1
Sanomalehtiosuuskunta Liitto	   1
Suomen maalarintyöntekijäin liitto	   1
[Kansanvalistuseura]	   1
Tampereen työväen sanomalehtiosakeyhtiö	   1
Suomen maanviljelysvirkamiesyhdistys	   1
Juho Oksanen	   1
Maatalousseurojen v.a. konetarkastuslaitos	   1
Maatalousseurojen neuvojain liitto	   1
[Maanvuokraajain keskustoimikunta]	   1
Suomen metallityömiehet	   1
O. Mantere [Jakaja]	   1
Kuopion l. läntisen vaalipiirin maalaisliitto	   1
Viipurin läänin läntinen vaalipiiri	   1
Länsi-Suomen kristilliset sanomat	   1
Jämsän kansanopisto	   1
Vaasan läänin pohjoisen vaalipiirin sos.-dem. piirijärjestö	   1
Vaasan läänin itäisen vaalipiirin sosialidemokraattinen piirijärjestö	   1
Uudenmaanläänin vaalipiiri	   1
[Uudenmaan hevosjalostusliitto]	   1
Uudenmaan hevosjalostajainliitto	   1
Tampereen työväen sanomalehtioy	   1
Kirjapaino Sana	   1
Työnvälityskomitea	   1
Vaasan työväenyhdistys	   1
Suomen talous- ja ravintolatyöntekijäin liitto	   1
Edistysseurojen kustannusoy	   1
Lääkintähallitus	   1
Suomen luotsi- ja majakkalaitos	   1
Kotikielen Seuran asettama komitea	   1
Kirjailijaliitto	   1
Tiedonantoja punaisille kaarteille	   1
O.y. Kirkollinen kirja- ja paperikauppa	   1
Tampereen osuuskauppapiiri	   1
Tapaturmavakuutuskomitea	   1
A. Airaksisen kirjapaino	   1
Kansan asetuskokoelma	   1
autio, L. typpö, P. Raattamaa	   1
Uskonnollisten kirjakauppa	   1
Suomi Kustannusyhtiö	   1
B. Boxström	   1
Suomen karjanjalostusyhdistys	   1
Suomen voimistelunopettajaliitto	   1
Turun kansallisseura	   1
A. Kärkkäinen	   1
Käki	   1
Turun ev. lut. seura	   1
Kuopion maanviljelysnäyttely	   1
Työkansan kirjapainoyhtiö	   1
[Suomen mieskuoroliitto]	   1
Suomen ajuriyhdistys	   1
[Finlands kvartettsångarförbund]	   1
[Pedagogiska Föreningen]	   1
[Suomen tullilaitos]	   1
Suomen tilintarkastajayhdistys	   1
[Nordisk kirurgisk förening]	   1
Aakkoset	   1
[Metodist-Episkopal-Kyrkan]	   1
[Lappfjärds folkhögskola]	   1
[Lantbrukssällskap utställning]	   1
[Landtbruks-, fiskeri- och slöjdutställningen]	   1
G. M. Giesckes förlag	   1
[Kronoby hushålls- och trädgårdsskola]	   1
[K. F. Hushållningssällskapets Handarbetsskola]	   1
F.Å.A.	   1
Suomen senaatin talousosasto	   1
Keisarillinen suomen senaatti	   1
Öfversättarens förlag	   1
Sibelius-seura	   1
Aftonbladet & Dagen	   1
Tekniska Högskolans Studentförenings Arbetskomité, utg.	   1
[LTY]	   1
Centrallaget för handelsandelslagen i Finland	   1
Annonsbyrån Hermes	   1
Augustana Library	   1
Kuopion sos.-dem. nuorisopiirijärjestö	   1
[Fruntimmersföreningen i Jakobstad]	   1
Kirjapaino	   1
[Barnskyddsföreningen i Åbo]	   1
Suomen leipurityöntekijäin liitto	   1
Finska Ångfartygsaktiebolaget & Turistföreningen i Finland	   1
Elanders tryckeri	   1
Pargas Kalkbergs A.-B	   1
K. F. U. K., distr.	   1
Förbundet för Inhemskt Arbete	   1
O. Johnsson	   1
Kieltolakikomitea	   1
Suomen Säästöpankkiyhdistyksen valtuusto	   1
Suomen itsenäisyysyhdistys	   1
Ol. Hansen	   1
Francesco Perrella	   1
Tervolan työv.-yhd. Suvannon osasto	   1
Ilmari Palmén [jakaja]	   1
Payot & C:ie	   1
Paul Knepler	   1
[Näsijärvi segelsällskap]	   1
[Finska Bryggeriföreningen]	   1
Svenska Folkskolans Vänners bespisningskommitté, utg.	   1
J. Simelii Arvingars Boktryckeriaktiebolag	   1
[Evangeliska Missionsförbundet]	   1
Axel Berndtson	   1
Armas Aavikko	   1
[Museum Viburgense]	   1
[Suomen metallivalajat]	   1
[Svenska Järn- och Metallarbetare F. A.]	   1
Suomela & Surakka	   1
Rolf Lagerborg	   1
[Mellersta Nylands folkhögskola]	   1
[Nylands Djurskyddsförening]	   1
Mäntyharjun kunta	   1
[Högre Svenska Handelsläroverket]	   1
[Siikaisten kunta]	   1
[Jernvägsmannaföreningen]	   1
Meijeriliitto	   1
[Helsingin kuvalehti]	   1
A. Pethman	   1
[Finska Vetenskaps-Societeten]	   1
Sanomalehti-osuusk. Ilkan kirjapaino	   1
Handelstryckeriet, distr.	   1
[Hartwall]	   1
Carl Winter's Universitätsbuchhandlung	   1
[Ungdomsföreningen Framåt]	   1
[Metodist-kyrkans Ev. Ungdomsförbund]	   1
A. B. Merkurius	   1
Lappeen maanmiesseura	   1
Suom.sos. kust.yht.	   1
Sjuksköterskeföreningen i Finland	   1
Ålands Missionsförening	   1
Librairie Paul Geuthner	   1
Librairie E. Champion	   1
Librairie Honoré Champion	   1
Waseniuska Bokhandel, distr.	   1
Mercators Tryckeri, distr.	   1
Perttelin kunta	   1
A. B. Ateneum i distr	   1
Ekenäs Tryckeri Aktiebolag	   1
Deutscher Verein in Tammerfors	   1
Helsingfors-logen Vågens förlag	   1
Oesterheld & Co	   1
Hurst & Blackett	   1
K. F. U. K:s Bokhandel, distr.	   1
'Metsämiehet'	   1
[Dövstumskolan i Jakobstad]	   1
[Finska Sortimentsbokhandlareförening]	   1
Librairie générale de droit et de jurisprudence	   1
[Padasjoen kunta]	   1
[Helsingfors Handelsbiträdeförening]	   1
Enok Rytkönen [jakaja]	   1
[Tammerfors Linne- och Jern-Manufaktur Aktiebolag]	   1
Arne Cederholm	   1
[Mellersta Kyrkslätt Ungdomsförening, utg.]	   1
Osuuskunta Länsi-Suomen kp.	   1
Söderstörm	   1
Turun läänin etel. vaalipiirin sos.-dem. piiritoimikunta	   1
Evangeli-Kören	   1
Kustaa Wiklund	   1
Suomen Krist. työväenliitto	   1
Hengellinen konsistorio	   1
Tampereen raittiusseurain keskuskomitea	   1
Emil Lyytikäisen kirjakauppa	   1
Gustava Heinilä	   1
Privata Handelsskolan	   1
Weilin & Göös'in kirjakauppa [jakaja]	   1
Suomen evank.-lut. pyhäkouluyhdistys	   1
Karelische Buchhandlungs- und Verlagsaktiengesellschaft	   1
[Maatalousvaliokunta]	   1
Kokemäen kunta	   1
[Maanvuokraajain edustajakokous]	   1
[Maanviljelysvirkamiehet]	   1
[Maanviljelyslyseo]	   1
Sociala centralförbundet	   1
Marjamaan kp.	   1
[Maanlunastusvaliokunta]	   1
Kiukaisten kunta	   1
Bokförlaget Wellamo	   1
Viipurin läänin maatalouskomisioni	   1
Uusi paperikauppa	   1
[Kuopion läänin maamiesseura]	   1
A. V. Ruusuvaara	   1
Kirkkolakikomitea	   1
[Maakansa]	   1
Lahden kp.-o.y.	   1
Luth. evank. yhtiö	   1
Förlagsaktiebolaget Kirja	   1
[Svenska Folkpartiet, utg.]	   1
[Åbo Frivilliga Brandkår]	   1
Pohjalainen osakunta	   1
[Dansk konstutställning]	   1
[Finska bildhuggareförbundet]	   1
Eero Huima	   1
[Konst- och Konstindustriföreningens i Björneborg]	   1
Föreningen Sjömanshemmet i Mariehamn	   1
S. P. Y. Helsingfors afdelning, utg.	   1
[Slöjdutställningen i Kuopio]	   1
Finlands Svenska Nykterhetsförbunds Expedition i distr	   1
Suomen metsänhoitoammattiyhdistys	   1
[Landtbruksutställningen i Åbo]	   1
[Landtbruksutställning i Ekenäs]	   1
[Landtbruksmötet å Malm]	   1
[Landtbruksmötet och -utställningen i Kuopio]	   1
[Kejserliga senaten för Finland]	   1
[Handtverksutställningen i Wasa]	   1
[G. W. Edlunds Förlag]	   1
[Finska Kennelklubben]	   1
Suomen teknillisten ylioppilaiden maanmittariklubi	   1
Pyhin Hallitsevainen Synoodi	   1
