"","publisher","n"
"7862","M. Neumanni kirjastus",1
"7863","M. Putro",1
"7864","M. S",1
"7865","M. Thiesen",1
"7866","M. Uotinen",1
"7867","M. Vares'i raamatukaupluste kirjastus",1
"7868","M. W. Vuolukka",1
"7869","M. Wuolukka",1
"7870","M. von Wright",1
"7871","Maakauppiaitten osuusyhtiö",1
"7872","Maalaisliiton kirjallisen yhdistys",1
"7873","Maalaistyöväen puolue",1
"7874","Maamiesten kauppa osakeyhtiö",1
"7875","Maan kestikievarit",1
"7876","Maanlunastusvaliokunta",1
"7877","Maanviljelys- ja talousseurain sihteerit",1
"7878","Maanviljelys-seura Viipurissa",1
"7879","Maanviljelys-taloudellinen koelaitos Suomessa",1
"7880","Maanviljelysharjoitteluvaliokunta",1
"7881","Maanviljelyskokouksen toimikunta",1
"7882","Maanviljelyslyseo",1
"7883","Maanviljelystaloudelline koelaitos Suomessa",1
"7884","Maanviljelystaloudellinen koelaitos Suomessa",1
"7885","Maanviljelysvirkamiehet",1
"7886","Maanvuokraajain edustajakokous",1
"7887","Maanvuokraajain keskustoimikunta",1
"7888","Maarian kunta",1
"7889","Maatalouskirjasto",1
"7890","Maatalouskoulujen opettajayhdistyksen Etelä-Suomen piiri",1
"7891","Maatalouskoulujen opettajayhdistys",1
"7892","Maatalousseurojen neuvojain liitto",1
"7893","Maatalousseurojen v.a. konetarkastuslaitos",1
"7894","Maataloustuottajain valtuuskunta",1
"7895","Maatalousvaliokunta",1
"7896","Maggie J. Walz",1
"7897","Magyar Tudoma´nyos Akade´mia",1
"7898","Maitotalouden lehti",1
"7899","Majlund & Lyytinen",1
"7900","Majlund ja Lyytinen",1
"7901","Malmska sjukhuset",1
"7902","Manninen ja Ahlqvist :;Aschan",1
"7903","Manninen ja Ahlqwist",1
"7904","Mantsinsaari",1
"7905","Manz",1
"7906","Margariinikomitea",1
"7907","Maria sjukhus i Helsingfors",1
"7908","Marie A. Brown",1
"7909","Mariehamns absoluta nykterhetsförening",1
"7910","Mariehamns badsällskap",1
"7911","Marjamaan kp",1
"7912","Marjanen",1
"7913","Marquardska tryckeriet",1
"7914","Marthaföreningen",1
"7915","Martin & Mäkelä",1
"7916","Martini Henckelii",1
"7917","Martinus Johannes Lindforss",1
"7918","Martta-yhdistys]   ",1
"7919","Masereeuw & Bouten",1
"7920","Maskin- och Brobyggnad",1
"7921","Maskinistföreningen i Finland",1
"7922","Maskinistföreningens i Finland utlåtande",1
"7923","Mass. Bible society",1
"7924","Massif",1
"7925","Matkailijayhdistyksen Viitasaaren jäsenet",1
"7926","Matrosskij klub",1
"7927","Matth. Syngman, gymn. booktr",1
"7928","Matth. Syngmans änka",1
"7929","Matthaeus Seutter",1
"7930","Matthia Syngman, gymn. booktr",1
"7931","Matthiae Martini",1
"7932","Matthias Alexander Castre´n",1
"7933","Matthias Johannes Hyde´n",1
"7934","Matthias Syngman. Gymn. typogr",1
"7935","Matti Kauppinen",1
"7936","Matti Lehtosen kirjapaino ja kustannusliike",1
"7937","Matti Lindström",1
"7938","Matti Meikäläinen",1
"7939","Matti Mikkonen",1
"7940","Matti Roiha",1
"7941","Matti Saarnisto, jakaja",1
"7942","Matti Tauriainen",1
"7943","Matti Vuolukka",1
"7944","Matti Waronen",1
"7945","Mattias Selo",1
"7946","Mattiesen",1
"7947","Maurice Dreyfous",1
"7948","Mauriti Saxonis",1
"7949","Max Hesse",1
"7950","Max Schmidt",1
"7951","Medlemmar i Nordiska samfundet till bekämpande af det vetenskapliga djurplågeriet",1
"7952","Meijeriliitto",1
"7953","Meijeriliitto Muurahainen",1
"7954","Mellersta Kyrkslätt Ungdomsförening, utg",1
"7955","Mellersta Österbottens vandrande folkhögskola",1
"7956","Mercator kp",1
"7957","Mercators Expedition, distr",1
"7958","Mercators Tryckeri",1
"7959","Mercators Tryckeri, distr",1
"7960","Mercators tr",1
"7961","Mercators tryckeri",1
"7962","Mercure de France",1
"7963","Merimieskoulu [jakaja",1
"7964","Merimieslähetys-yhtiö",1
"7965","Merkantil kp",1
"7966","Merkantil. kp",1
"7967","Merkurius kustannusoy",1
"7968","Messukylän osuuskauppayhdistys",1
"7969","Metallikonttori",1
"7970","Meteorologinen keskuslaitos",1
"7971","Meth's barnförening",1
"7972","Methodist Book-Room",1
"7973","Metodist-Episkopal-Kyrkan",1
"7974","Metodist-episkopalkyrkan i Finland",1
"7975","Metodist-kyrkans Ev. Ungdomsförbund",1
"7976","Metodistförsaml:s förlagsexp",1
"7977","Metsämiehet",1
"7978","Metsänhoito Ylioppilasyhdistys 'Metsämiehet",1
"7979","Metzger & Wittig",1
"7980","Metzler",1
"7981","Meurer",1
"7982","Mevrerianis",1
"7983","Michael Törlitz",1
"7984","Michiganin kuparialueen liikemiesyhdistys",1
"7985","Miesoppilaiden krist. yhdist",1
"7986","Miesylioppilaiden krist. yhdist",1
"7987","Miina Kilpi",1
"7988","Mikkelin Sanomain kp",1
"7989","Mikkelin Työväen sanomalehti- ja kirjapaino-osuuskunta",1
"7990","Mikkelin hevosjalostusliitto",1
"7991","Mikkelin kauppa-apulaisyhdistys",1
"7992","Mikkelin lyseo",1
"7993","Mikkelin lyseon toverikunta",1
"7994","Mikkelin sanomain kirjapaino",1
"7995","Mikkelin työväen sanomalehti osuuskunta",1
"7996","Mikkelin työväen sanomalehti-o.y",1
"7997","Mikkelin vesijohtolaitos",1
"7998","Mikko Kilpiä",1
"7999","Mikko Tammisen valitsijoita",1
"8000","Milo",1
"8001","Minervan kirjakauppa",1
"8002","Minervas bokhandel, distr",1
"8003","Ministerstvo inostrannyh de<U+030C>l",1
"8004","Ministerstvo narodnago prosve<U+030C>s^eni`a",1
"8005","Ministerstvo torgovli i promys<U+030C>lennosti",1
"8006","Minnesota Commission of Public Safety",1
"8007","Minnesota Loyalty Lyceum, julkaisija",1
"8008","Mirnyj trud",1
"8009","Mirskoj Ve^stnik",1
"8010","Missions-Standarets förlag",1
"8011","Missionsbokh",1
"8012","Missionsbokhandeln i komm",1
"8013","Missionssällskapet",1
"8014","Missionsällskapet",1
"8015","Missionär E. O. Nylins traktatmission",1
"8016","Modeen",1
"8017","Mons Litlere",1
"8018","Morawe & Scheffelt Verlag",1
"8019","Moshinyoliso shEhangeno lia Literatur ya Suomi",1
"8020","Moshinyoliso shEhangeno lya Literatur ya Suomi",1
"8021","Mos<U+030C>inanangizo os<U+030C>ipe s<U+030C>ehangeno ljomu Kuopio",1
"8022","Mos<U+030C>inooliso s<U+030C>ehangeno lja literaturi ja Suomi",1
"8023","Mos<U+030C>in´ooliso s<U+030C>ehangeno lja literaturi ja Suomi",1
"8024","Mouhijärven osuusmeijeri",1
"8025","Munsala församling",1
"8026","Muntra musikanter",1
"8027","Murros ja Riippa",1
"8028","Musei bestyrelsen",1
"8029","Museo Botanico Universitatis Helsingforsiensis",1
"8030","Museo botanico Universitatis helsingforsiensis",1
"8031","Museum Viburgense",1
"8032","Musikaliska sällskapet i Åbo",1
"8033","Mustasaari Djurskyddsförening",1
"8034","Mustasaari landtmannagille",1
"8035","Mustiala Landtbruksinstitut",1
"8036","Mustiala landtbruks- och mäjeriinstitut",1
"8037","Muuruveden osuusmeijeri",1
"8038","Myllykorpi",1
"8039","Myllymäki & Martell",1
"8040","Mynämäen kunta",1
"8041","Mäkisen Tehdasliike",1
"8042","Mäkisen Tehdasliike o.y",1
"8043","Mäkisen tehdasliike-osakeyhtiö",1
"8044","Mäntyharjun kunta",1
"8045","Mäntän Naisyhdistys",1
"8046","Mäntän nuorisoseura",1
"8047","Möller",1
"8048","N. A. Zilliacus' tryckeri",1
"8049","N. B. Grotenfelt",1
"8050","N. E. Ringvall",1
"8051","N. F. Höijer, O. W. Johansson ja Joh. Svensson",1
"8052","N. F. Höjer",1
"8053","N. F. Spolander",1
"8054","N. Gretsch",1
"8055","N. Hampelii",1
"8056","N. J. Gumpert",1
"8057","N. Kotkavuoren välitysliike, jakaja",1
"8058","N. Kymmel's Sortiment",1
"8059","N. M. K. Y. ja N. K. Y. liitto, jakaja",1
"8060","N. M. K. Y:n rautatieläisten haaraosasto",1
"8061","N. M. K. Yhdistys",1
"8062","N. N. K. Y",1
"8063","N. R. af Ursin",1
"8064","N. S. U. Förbund",1
"8065","N. Öhrnberg, distr",1
"8066","NMKY",1
"8067","Naci`onal'nyj muzej Finla^ndi`i",1
"8068","Nagu Lantmannagille",1
"8069","Nagu ungdomsförening",1
"8070","Naisasialiitto",1
"8071","Naisjärjestöjen asettama komitea",1
"8072","Naisten ääni",1
"8073","Naisvaliokunnan kirjasia",1
"8074","Naisyhdistys Päivännousu",1
"8075","Nakkilan kunta",1
"8076","Nakladom Vidavnictva",1
"8077","Narodnoe Akci`onernoe Obs^estvo 'Bure",1
"8078","Nauru-Jussi",1
"8079","Nauru-Jussin toimitus",1
"8080","Nauru-lippaan toimitus",1
"8081","Nelson & Co",1
"8082","Nesslin ja Helin ",1
"8083","Nestor Järvinen, Jaakko Länkelä ja Olai Wallin",1
"8084","Neva",1
"8085","New Yorkin suom. vapaa seura",1
"8086","Newa",1
"8087","Nicolai Hampelii Academ. typogr",1
"8088","Nicolai Kilii, Acad. typogr",1
"8089","Nicolai Schwiegerovii, ampl. senat. typographi",1
"8090","Nicolai Wankifvii typogr. reg",1
"8091","Nicolai Wankivii",1
"8092","Nicolai Wankivii Reg. typogr",1
"8093","Nicolai Wankivii, Regis typogr",1
"8094","Nicolais Schwwiegerovii, ampliss. senat. typogr",1
"8095","Nicolaus Andreas Gadolin",1
"8096","Nicolaus Wankijff",1
"8097","Nicolay",1
"8098","Niemeyer",1
"8099","Niilo Aejmelaeus",1
"8100","Niilo Liakka",1
"8101","Nikolaistad",1
"8102","Nikolaistads folkbibliotek",1
"8103","Nils Magn. Lindh",1
"8104","Nils Magnus Lindh, 1807. På eget förlag",1
"8105","Nils Wankijf",1
"8106","Nils Wankijff",1
"8107","Nilsiän kunta",1
"8108","Nilson",1
"8109","Nionde allmänna finska köpmannamötet",1
"8110","Noor-Eesti",1
"8111","Noor-Eesti väljaanne",1
"8112","Noormarkun Eläinsuojelusyhdistys",1
"8113","Nordblad, distr",1
"8114","Nordens kristelige studenterforbund :;Akademiske frivilliges missionsforbund",1
"8115","Nordensvan :;F.L. Lund'in perill",1
"8116","Nordin & Josephson, distr",1
"8117","Nordin & Josephson, i distribution",1
"8118","Nordisk kirurgisk förening",1
"8119","Nordisk kirurgisk föreningen",1
"8120","Nordiska Aktiebanken",1
"8121","Nordiska Bosättningsmagasinet",1
"8122","Nordiska Kirurgiska Föreningen",1
"8123","Nordiska Samfundet för bekämpande af det vetenskapliga djurplågeriet",1
"8124","Nordiske Forlag",1
"8125","Nordmann",1
"8126","Nordströmska Boktryckeriet",1
"8127","Norsk finnemisjon",1
"8128","Norsted & Söner",1
"8129","Nourrit & C:o",1
"8130","Nu",1
"8131","Numismatiska föreningen i Finland",1
"8132","Nummela Sanatorium",1
"8133","Nummelan Eläinsuojelusyhdistys",1
"8134","Nuoren Suomen toimitus",1
"8135","Nuoren Suomen viikkolehtiosakeyhtiö",1
"8136","Nuorisoseura",1
"8137","Nuorisoyhdistys Vasama",1
"8138","Nuorsosialisti osuuskunta",1
"8139","Nuorsuom. puol. kanslia",1
"8140","Nuorsuom. puol. kanslia, julkaisija",1
"8141","Nuorsuom.puol.kanslia",1
"8142","Nuorsuomalaisen puolueen kanslia, julkaisija",1
"8143","Nuorsuomalaiset",1
"8144","Nuorsuomalaiset Pohjalaiset",1
"8145","Nuorsuomalaisten vaalitoimikunta",1
"8146","Nuorten Miesten Kristillinen Yhdistys",1
"8147","Nuorten kristittyjen yhdistys",1
"8148","Nuorten miesten krist. yhdistys",1
"8149","Nuorten miesten kristillinen yhdistys Suomessa",1
"8150","Nusser",1
"8151","Nutid",1
"8152","Nutids förlag",1
"8153","Nutt",1
"8154","Ny jaktklubben",1
"8155","Nya Svenska Läroverkets i Helsingfors",1
"8156","Nya bokhandeln",1
"8157","Nya bokhandeln, distr",1
"8158","Nya svenska samskolan i Helsingfors",1
"8159","Nya universitetsklinikerna",1
"8160","Nyfilologiska klubben i Helsingfors",1
"8161","Nygre´n",1
"8162","Nykterhetens vänners förlag",1
"8163","Nykterhetnes vänner",1
"8164","Nylands Fiskareförbund",1
"8165","Nylands fiskareförbund",1
"8166","Nylands och Tavastehus läns landtbruksällskap",1
"8167","Nylands svenska landtmannagillen och ungdomsföreningar",1
"8168","Nylands svenska ungdomsförbund",1
"8169","Nylands svenska ungdomsföreningars centralutskott",1
"8170","Nyländska Svenska landtmannagillenas",1
"8171","Nyländska studentafdelningen",1
"8172","Nystads kommunalförvaltning",1
"8173","Nystads segelförening",1
"8174","Nyström och Stolpe, 1763, på bokhandlaren Segerdahls förlag",1
"8175","Närpes Understödsförening för Förolyckade Hästar och Nötkreatur",1
"8176","Närpes folkhögskolas elevförbund",1
"8177","Närpes kommun",1
"8178","Närpes lantmanna- och husmoderskola",1
"8179","Näsijärvi segelsällskap",1
"8180","O. Andersin'in kp",1
"8181","O. Ansas (ent. F.O.Husberg",1
"8182","O. Börje Walde´n",1
"8183","O. Dannholm",1
"8184","O. F. Rae",1
"8185","O. Furuhjelm",1
"8186","O. Grahn",1
"8187","O. Harrassovitz",1
"8188","O. Hendel",1
"8189","O. J. Tallgren",1
"8190","O. Johnsson",1
"8191","O. Juntunen",1
"8192","O. Kaipainen",1
"8193","O. Kilpinen",1
"8194","O. L. Svanbäckin kirjapaino",1
"8195","O. Leiner",1
"8196","O. Lindeman",1
"8197","O. Lönnrot",1
"8198","O. Mantere [Jakaja",1
"8199","O. N. Popovoj",1
"8200","O. P",1
"8201","O. Penttinen",1
"8202","O. R. Blom",1
"8203","O. R. Gauffin",1
"8204","O. Teod. Wuorion soitinkauppa",1
"8205","O. W. B",1
"8206","O. W. Bergström",1
"8207","O. W. M:s förlag",1
"8208","O. W. Wackman",1
"8209","O. Weber",1
"8210","O. Wennberg",1
"8211","O. Wikman",1
"8212","O. y. Waseniuksen kirjakauppa",1
"8213","O.y. F. Tilgmann",1
"8214","O.y. Kirja-Aitta [jakaja",1
"8215","O.y. Kirkollinen kirja- ja paperikauppa",1
"8216","O.y. Waseniuksen kirjakauppa",1
"8217","O.y. Waseniuksen kirjakauppa [jakaja",1
"8218","Obstetrisk-gynäkologiska kliniken",1
"8219","Oesterheld & Co",1
"8220","Oikeustoimikunta",1
"8221","Ol. Hansen",1
"8222","Olai Enaei",1
"8223","Olai Enaei Reg. Arch. Antiq. typogr",1
"8224","Olao Enaeo",1
"8225","Olao Enaeo, Kongl. antiq. arch. boktr",1
"8226","Olaus Enaeus",1
"8227","Olavi Enaei",1
"8228","Olavi Penttinen",1
"8229","Olavus Gustavus Hollmeen",1
"8230","Ola`nin kirjapaino yhtiön kirjapaino, jakaja",1
"8231","Olewiku",1
"8232","Ollendorff",1
"8233","Oloneckago guvernskago zemstva",1
"8234","Oloneckoe otde<U+030C>leni`e Karel'skago bratstva",1
"8235","Oma Avu",1
"8236","Oma Kanta",1
"8237","Oma voima",1
"8238","Oman Kannan kirjap",1
"8239","Oman Kannan kirjapaino",1
"8240","Oman kannan kp",1
"8241","Onni Corander, distr",1
"8242","Onni Palokangas",1
"8243","Ore",1
"8244","Orimattilan Naisyhdistys",1
"8245","Orisbergs mejeriskola",1
"8246","Oriveden osuuskauppa",1
"8247","Orphanotrophii Regii dit Gerhard Giese Salicath",1
"8248","Osake-yhtiö Hämäläisen kp",1
"8249","Osake-yhtiön kp",1
"8250","Osakeyhtiö Kauppakirjasto",1
"8251","Osakeyhtiö Kuopio",1
"8252","Osakuntainvälinen karjalaistoimikunta",1
"8253","Oscar Lahti",1
"8254","Oskar Blomqvist",1
"8255","Oskar F. Borg",1
"8256","Oskar Holmström",1
"8257","Oskar Robert Marjanen",1
"8258","Oskari Lahti",1
"8259","Oskari Lähteenmäki",1
"8260","Osmo",1
"8261","Ossian Häggman i distr",1
"8262","Osterlamm",1
"8263","Osuukunta Veljeys",1
"8264","Osuusk. Saimaa r.l",1
"8265","Osuuskassa Runko",1
"8266","Osuuskassojen Keskuslainarahasto",1
"8267","Osuuskassojen keskuslainarahasto",1
"8268","Osuuskaupan hallitus",1
"8269","Osuuskauppa Mäki-Matti",1
"8270","Osuuskauppa Visa",1
"8271","Osuuskauppakomitea",1
"8272","Osuuskauppamiehet",1
"8273","Osuuskauppatoiminnan puoluettomuussuunnan järjestö",1
"8274","Osuuskauppojen palvelushenkilöiden liitto",1
"8275","Osuuskunta 'Kristillinen työkansa' r. l",1
"8276","Osuuskunta 'Oma Apu",1
"8277","Osuuskunta Ararat",1
"8278","Osuuskunta Elämä",1
"8279","Osuuskunta Kehityksen kp",1
"8280","Osuuskunta Kirjapainotaito",1
"8281","Osuuskunta Kristillinen työkansa",1
"8282","Osuuskunta Lappeenranta",1
"8283","Osuuskunta Läns-Suomi",1
"8284","Osuuskunta Länsi-Suomen kp",1
"8285","Osuuskunta Oma Apu",1
"8286","Osuuskunta Oma apu rl",1
"8287","Osuuskunta Raivaajan kp",1
"8288","Osuuskunta Saimaa r. l. kp",1
"8289","Osuuskunta Työkansa",1
"8290","Osuuskunta Työläisnainen",1
"8291","Osuuskunta Työväki",1
"8292","Osuuskunta Visa r. l",1
"8293","Osuuskunta Weljeys",1
"8294","Osuuskunta kristillinen työkansa",1
"8295","Osuusliike Elanto",1
"8296","Ota o.y",1
"8297","Otava :;Suomen yliopisto",1
"8298","Otava, i distr",1
"8299","Otto Andersin'in kp",1
"8300","Otto Andersinen kp",1
"8301","Otto Andersinin kirjakauppa",1
"8302","Otto Andersinin kp",1
"8303","Otto Edvard Könni",1
"8304","Otto Ekroos, distr",1
"8305","Otto F. Kinos",1
"8306","Otto Harrasowitz",1
"8307","Otto Hendel",1
"8308","Otto Janke",1
"8309","Otto Järveläinen",1
"8310","Otto Massisen kustannusliike",1
"8311","Otto Reinhold Frenckell",1
"8312","Otto Vieweg",1
"8313","Otto andersin",1
"8314","Ottocarius Ferdinandus Ingelius",1
"8315","Oulun Kristillinen työväenyhdistys",1
"8316","Oulun Kristillisen työväenyhdistys",1
"8317","Oulun Naisyhdistys",1
"8318","Oulun Rauhanyhdistys",1
"8319","Oulun Vapaaehtoinen Palosammutuskunta",1
"8320","Oulun agitatsionipiiritoimikunta",1
"8321","Oulun diakonissakoti",1
"8322","Oulun et. vaalipiirin sos.-dem. piiritoimikunta",1
"8323","Oulun kaupungin ja maalaiskunnan säästöpankki Sampo",1
"8324","Oulun kirjapaino-, kirjansitomo- ja kirjakauppa-osakeyhtiö",1
"8325","Oulun kp.-osakeyhtiö",1
"8326","Oulun l. etel. vaalipiiri",1
"8327","Oulun l. etel. vaalipiirin sos.-dem. piiritoimikunta",1
"8328","Oulun läänin Hätäapukomitea",1
"8329","Oulun läänin talouden-seura",1
"8330","Oulun läänin talous-seura",1
"8331","Oulun nuorisoseurakunta",1
"8332","Oulun osuuskauppa r. l",1
"8333","Oulun piirin hevosjalostusliitto",1
"8334","Oulun pyrintö",1
"8335","Oulun raittiuspiirin piiritoimikunta",1
"8336","Oulun seudun opettajayhdistys",1
"8337","Oulun sos.-dem. nuoriso-osasto",1
"8338","Oulun suomalainen klubi",1
"8339","Oulun suomalainen yksityislyseo",1
"8340","Oulun työväenyhdistys",1
"8341","Owen Electric Belt",1
"8342","Oxford University Press",1
"8343","Oy Keski-Pohjalainen",1
"8344","Oy. Herman Lindell",1
"8345","Oy. Kirjapaino Sanan valta, jakaja",1
"8346","Oy. Valistus",1
"8347","P. A. Aschan",1
"8348","P. A. Brodinildä",1
"8349","P. A. Huldberg",1
"8350","P. A. Huldbergs bokhandel",1
"8351","P. A. Nordstedt & söner",1
"8352","P. A. Norstedet & söner ;;Gyldendalske boghandel & Nordisk forlag ;;Bymaal-lagets forlag",1
"8353","P. A. Norstedt  Söner",1
"8354","P. A. Norstedt & Söner, distr",1
"8355","P. A. Norstedt & Söners förlag",1
"8356","P. A. Norstedt & söner, kongl. boktryckare",1
"8357","P. A. Norstedt et Söner",1
"8358","P. A. Rahmanov",1
"8359","P. A:n ja N. B",1
"8360","P. Ahlgre´n",1
"8361","P. Aschan & C:o",1
"8362","P. Aschan et c:o",1
"8363","P. Brofeldt",1
"8364","P. Ervast",1
"8365","P. G. Berg",1
"8366","P. Gusev",1
"8367","P. I. Turkkinen",1
"8368","P. I. Turkkinen ja A. Lingre´n",1
"8369","P. J. Bögelund",1
"8370","P. J. Bögelund valokuvaustarpeisto",1
"8371","P. J. Salminen",1
"8372","P. M. Lindhs förlag",1
"8373","P. Nikolay",1
"8374","P. P. Sojkin",1
"8375","P. Sergein ja Hermanin veljeskunta",1
"8376","P. Stolpe",1
"8377","P. W. Hannikainen",1
"8378","P. Ware´n",1
"8379","P. Widerholmin perill. :;K. E. Holm",1
"8380","P. Widerholmin perill. :;Stolpe",1
"8381","P. Widerholmin perill. :;Viipurin S. kirjall.seura",1
"8382","P.M.F. Lundberg",1
"8383","Paavo Väyrynen",1
"8384","Paavo-Kallio",1
"8385","Padasjoen kunta",1
"8386","Paimion kauppaosuuskunta",1
"8387","Paimion kunta",1
"8388","Painettu A. P. Huldbergin tykönä",1
"8389","Painoyht",1
"8390","Painoyhtiö :;Alopaeus",1
"8391","Painoyhtiön kirjap",1
"8392","Painoyhtiön kirjap. :;Painoyhteys",1
"8393","Painoyhtiön kirjap. :;Weurlander",1
"8394","Painoyhtiön kirjapaino :;Suomentaja",1
"8395","Painoyhtiön kirjapaino :;Tekijä",1
"8396","Painoyhtiön kirjapaino :;V. Weurlander",1
"8397","Painoyhtiön kirjapaino :;W. Kukkonen",1
"8398","Painoyhtymä",1
"8399","Pakkalan osuusmeijeri-osuuskunta",1
"8400","Palander :;Satakunnan maanviljelysseura",1
"8401","Palander :;Winnari",1
"8402","Palmblad &c C",1
"8403","Palmblad, Sebell & C",1
"8404","Palme´n",1
"8405","Palo- ja hengenvakuutusosakeyhtiö Svean asiamies",1
"8406","Palovakuutus-osakeyhtiö Pohjola",1
"8407","Palovakuutus-oy",1
"8408","Paltamon kunta",1
"8409","Palvelijatarliitto",1
"8410","Paperikauppa 'Viertola",1
"8411","Pappeinkokous",1
"8412","Paraisten kalkkivuori oy",1
"8413","Pargas Kalkbergs A.-B",1
"8414","Parikkalan osuuskauppa",1
"8415","Paris-Neuchatel, Attinger fre`res, e´diteurs",1
"8416","Parkanon säästöpankki",1
"8417","Parti¨a^ soc.-revolu^ci¨onerov",1
"8418","Parti¨a^ socialistov' revolu^ci¨onerov",1
"8419","Pastor Troitskij, distr",1
"8420","Paul Dettman",1
"8421","Paul Knepler",1
"8422","Paul Wahl & C:o, Elektr. Abth",1
"8423","Paulus Tikkanen",1
"8424","Payot & C:ie",1
"8425","Pedag. fören. i Finland",1
"8426","Pedag. föreningen i Finland",1
"8427","Pedagogiska Föreningen",1
"8428","Pedagogiska fören. i Finland",1
"8429","Pedagogiska hushållskolan i Helsingfors",1
"8430","Pedagogiska matlagningsskolan i Helsingfors",1
"8431","Peder Eriksson Wald tai Peter Hansson",1
"8432","Peder Waldz änka",1
"8433","Pekka Aschan",1
"8434","Pekka Brofeld",1
"8435","Pekka Brofeldt [jakaja",1
"8436","Pekka Brofeldt, distr",1
"8437","Pekka Brofelt, distr",1
"8438","Pelastus-armeijan päämaja",1
"8439","Pelastusarmeija, kansainvälinen päämaja",1
