"","publisher","n"
"2857","directeurildä ja cuning:lda, nijn myös Tutun academian kirjan-präntäjäldä Jacob Merckellildä",1
"2858","directeurildä ja cuning:selda kirjan präntäjäldä Jacob Merckellildä",1
"2859","directeurildä ja cuning:selda kirjan präntäjäldä suuresa ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"2860","directeurildä ja cuning:selda kirjan- präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"2861","directeurildä ja cuning:selda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"2862","directeurildä ja cuningal. kirjan präntäjäldä suuresa ruhtinan maasa Suomesa Jacob Merckellildä",1
"2863","directeurildä ja cuningall. kirjan-präntäjäldä, Jacob Merckellildä",1
"2864","directeurildä ja cuningallis. kirjan präntäjäldä suuren ruhtin. m. Suomes, Jacob Merckellildä",1
"2865","directeurildä ja cuningalliselda kirjan präntäjäldä suuren ruhtinan maasa Suomesa, Jacob Merckellildä",1
"2866","directeurildä ja cuningalliselda kirjan präntäjäldä, Jacob Merckellildä",1
"2867","directeurildä ja cuningalliselda kirjan- präntäjäldä suuren ruhtinanmaasa Suomesa, Jacob Merckellildä",1
"2868","directeurildä ja cuningalliselda kirjan-präntäjäldä Jacob Merckellildä",1
"2869","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren ruhtinanmaas Suomes, Jac. Merckellildä",1
"2870","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren ruhtinanmaasa Suomesa, Jacob Merckellildä",1
"2871","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"2872","directeurildä ja cuningalliselda kirjan-präntäjäldä suuresa-ruhtinan-maasa Suuomesa, Jacob Merckellildä",1
"2873","directeurildä ja cuningalliselda kirjanpräntäjäldä, suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"2874","directeurildä ja kuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Mercellildä",1
"2875","directeurildä, ja Cuning. acad. kirjan-präntäjäldä, Jacob Merckellildä",1
"2876","directeurildä, ja cuning:da kirjan präntäjäldä, Jacob Merckellildä",1
"2877","directeurildäå ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"2878","directeuriltä ja Cuning:da kirjan pränt. suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"2879","directeurin ja cuningallisen kirjanpränttäjän suren ruhtinan maasa Suomesa Jacob Merckellin tykönä",1
"2880","directeurin ja kuningallisen kirjan-pränttäjän suren ruhtinan maasa Suomesa Jacob Merckellin tykönä",1
"2881","directur. ja cuningalliselda kirjan-pränttäjäldä suuren ruhtin. m. Suomes Jacob Merckellildä",1
"2882","direktören Johan A. Carlbohm",1
"2883","direktörildä ja kuning. suomalaiselda kirja-präntäjäldä Johan A. Carlbohmilda, omalla kulutuxellansa",1
"2884","dit And: Biörckman",1
"2885","dit And: Biörckman, R. U. typ",1
"2886","dit And: Biörckman, Univ. typog",1
"2887","dit And: Biörkman, Univ. typ",1
"2888","dit And: Biörkman, univ. typ",1
"2889","dit Andreas Biörckman Reg; Unv: [!] typogr",1
"2890","dit Andreas Biörkman reg. unv. [!] typog",1
"2891","dit Andreas Bjiörkman Reg. Unv. [!] typog",1
"2892","dit Andreas Kiellberg, reg. gymn. typogr",1
"2893","dit Emanuel Keyser",1
"2894","dit Ephraim Kempe",1
"2895","dit Eschil",1
"2896","dit Henricus Curio S. R. M. & Acad. Ups. bibl",1
"2897","dit Henricus Curio S. R. M. & Acad. Vpsal. bibliopola",1
"2898","dit Henricus Curio S. R. M. & Acad. Vpsaliensis bibliopola",1
"2899","dit Henricus Curio S. R. M. & Academiae Upsal. bibliop",1
"2900","dit Henricus Curio S. R. M. & Academiae Upsaliensis Bibliopola",1
"2901","dit Henricus Curio S. R. M. Acad. Upsaliensis bibliopola",1
"2902","dit Henricus Curio S.R.M. & Acad. Vpsaliensis bibliop",1
"2903","dit Henricus Curio, S. R. M. & Academiae Upsaliensis bibliopola",1
"2904","dit Henricus Keyser S. R. M.tis & Acad. typographus",1
"2905","dit Henricus Keyser jun. Reg. Academiae typographus",1
"2906","dit Henricus Keyser jun. Reg: Acad. typographus",1
"2907","dit Henricus Keyser, S. R. M. & Ups. Acad. typ",1
"2908","dit Henricus Keyser, S. R. M:tis & Acad. typographus",1
"2909","dit Henricus Keyser, S. R. M:tis & Academiae typog",1
"2910","dit Henricus Keyser, S. R. M:tis [et] Academiae typographus",1
"2911","dit Henricus Keyser, S.R.M. & Acad. typographus",1
"2912","dit Henricus Keyser, S.R.Mtis. & Academiae typographus",1
"2913","dit Henricus Keyser, S: R: M: & Academiae typographus",1
"2914","dit Henricus Keyser, s: r: m.tis & Ups. Acad. typographus",1
"2915","dit Henricvs Curio. S. R. M. & Acad. Vps. bibliop",1
"2916","dit Hinricus Curio S. R. M. & Academiae Upsaliensis bibliop",1
"2917","dit Iohann. Georg. Eberdt",1
"2918","dit Jannes Wall arte peritus, qva libros musis aere loqvace parat",1
"2919","dit Jo. L. Wallius",1
"2920","dit Jo. Laurent. Wallius",1
"2921","dit Jo. Laurent. Wallius, Regiae Acad. typogr",1
"2922","dit Joh. Brendeken. Acad. typ",1
"2923","dit Joh. Brendeken. Acad. typogr",1
"2924","dit Joh. Georg Eberdt",1
"2925","dit Joh. Georg, Eberdt",1
"2926","dit Joh. L. Wallius, A. t",1
"2927","dit Joh. Winter, Reg. typ",1
"2928","dit Joh. Winter, Reg. typogr",1
"2929","dit Joh. Winter, reg: typ",1
"2930","dit Johan. Winter, reg. typogr",1
"2931","dit Johan: Brendeken, Acad. typograph",1
"2932","dit Johannes Brendeken Acad. typ",1
"2933","dit Johannes Brendeken, Acad, typograph",1
"2934","dit Johannes Brendeken, Acad. typ",1
"2935","dit Johannes Brendeken, Acad. typographusd",1
"2936","dit Johannes Brendeken, Regiae Academiae typographus",1
"2937","dit Johannes L. Wallius, Regiae Univers. ibid. typogr",1
"2938","dit Johannes L. Wallius, Regiae Univers. ibid. typographus",1
"2939","dit Johannes Laurent. Wallius, Regiae Acad. typogr",1
"2940","dit Johannes Pauli Academiae typographus",1
"2941","dit Johannes Wald, Reg. Univ. Ab. typogr",1
"2942","dit Johannes Wall Larsson, Regiae Univ. ibid. typogr",1
"2943","dit Johannes Winter, S.R.M. typogr",1
"2944","dit Johannes Winter, S.R.M.tis in Finlandia^ typogr",1
"2945","dit Johannes Winter, S:ae R:ae M:tis typogr. in magn. ducat. Finland",1
"2946","dit Johannes Winter, reg. typog",1
"2947","dit Johannes Winter, reg. typogr",1
"2948","dit Johannes Winter, regius typographus",1
"2949","dit Johannes Winter, typogr. reg",1
"2950","dit Johannes Winter, typogr. regius",1
"2951","dit Johannes Winter, typographus regius in M. Ducat. Finland",1
"2952","dit Johannes Winter, typographus regius in m. ducat. Finland",1
"2953","dit Johannes Winter. Reg. typogr",1
"2954","dit Johannes Winter. reg. typ. Finland",1
"2955","dit John. Winter, reg. typogr",1
"2956","dit Matthias Syngmannus",1
"2957","dit Nicolaus Wankif Reg typogr",1
"2958","dit Nicolaus Wankif, Reg. typogr",1
"2959","dit Nicolaus Wankif, reg. typogr",1
"2960","dit Petrus Hansonius Acad. tyd. [sic",1
"2961","dit Petrus Hanssonius, At",1
"2962","dit, And: Biörckman, Un. typ",1
"2963","dit, And: Biörckman, Un. typog",1
"2964","dit, And: Björckman un. typ",1
"2965","dit, And; Biörkman, Un. typ",1
"2966","ditq[ue] Johannes Waldius illa",1
"2967","ditq[ue] Johannes Wallius illam",1
"2968","druckts Christoff Brendeken, Gymn. Buchdr",1
"2969","druckts Iohann Georg Hertz",1
"2970","druckts Joh. Gottlieb Rothe",1
"2971","druckts Johann Gottlieb Rothe",1
"2972","druckts Peter Waldz witwe",1
"2973","durch Andream Gutterwitz",1
"2974","durch Balthasar Ku¨hnen, bestellten Buchtruckern",1
"2975","durch Iohan Winter",1
"2976","durch Iohan Winter, Königl. Buchdr",1
"2977","durch Iohann Vogeln",1
"2978","durch Johann Georg Wiicke, Königl. Buchdrucker",1
"2979","durch Nicolaus Mollyn",1
"2980","durch Peter Hanson Acad. typogr",1
"2981","durch Wolffgang Dietmar",1
"2982","ecud. [!] Joh. Kaempe, Reg. Acad. typogr",1
"2983","efter anmodan Frenckellska boktryckeriet",1
"2984","en la emprenta de Iame Romeu, delante Santiago",1
"2985","entetypome´non apo` tu^ Matthai´u tu^ Doiskhe´ru [Matthaus Doischer",1
"2986","ex calchographia Gutterviciana",1
"2987","ex molybdographia Christopheri Reusneri regij typographi",1
"2988","ex molybdographia Eschilli Matthiae",1
"2989","ex molybdographia Gvtterviciana",1
"2990","ex officin Philippi de Cro-i",1
"2991","ex officina Academica Societatis Jesu",1
"2992","ex officina B. Nicol. Wankifii, Reg. typogr",1
"2993","ex officina Beati Billingsleys",1
"2994","ex officina Cratoniana",1
"2995","ex officina Elseviriorum",1
"2996","ex officina Frid. Wilh. Meyeri",1
"2997","ex officina Henrici C. Merckell",1
"2998","ex officina Herm. A. Mölleris, Reg. gymnas. typograph",1
"2999","ex officina Ioannis Maire",1
"3000","ex officina Joh. Ch. Frenckell",1
"3001","ex officina Merckeliana",1
"3002","ex officina Mölleri, aulae typographi",1
"3003","ex officina Mölleri, aulae typographi, prostat apud Heineck et Faber",1
"3004","ex officina Mölleri, aulae typographi. Apud Heineck et Faber",1
"3005","ex officina Werneriana",1
"3006","ex officina b. Nic. Wankifii, Reg. typ",1
"3007","ex officina b. Nicol. Wankifii, reg. typogr",1
"3008","ex officina typogr. Werneriana",1
"3009","ex officina typographica Joh. Gormanni",1
"3010","ex officina typographica^ Christ. Reusneri",1
"3011","ex officina^ Elzeviriana",1
"3012","ex officina^ Isaaci Elzeviri, Iurati Academiae typographi",1
"3013","ex officina^ Janssoniana",1
"3014","ex officina^ Johannis Janssonii, regii typographi",1
"3015","ex officina^ Petri Waldz",1
"3016","ex officina^ Wilhelmi Christiani",1
"3017","ex officina^ b. Nicolai Wankiifi Reg. typ",1
"3018","ex officina^ p. m. Petri Wald, Acad. typ",1
"3019","ex officina^ p.m. Petri Wald, qv. Acad. typ",1
"3020","ex officina^ typograph: Samulis Jauchij civis & bibliop: ibid",1
"3021","ex officina^ typographica^ Andreae Cuttervitzij",1
"3022","ex officina^ typographica^ Iohannis Gormanni",1
"3023","ex praelo Johan. Edman",1
"3024","ex typographaeo Tobiae Steinmanni",1
"3025","ex typographeo. Ianssoniano",1
"3026","ex typographia Joh. Billingsley",1
"3027","ex typographia Johannis Richelii",1
"3028","ex typographia Stephani Myliandri",1
"3029","ex typographia^ Gutterwicianae",1
"3030","ex. Joh. Kaempe, Reg. Acad. typogr",1
"3031","ex. Pet. Wald",1
"3032","expressit Aboae Ioh. Kiämpe, R. Acad. typ",1
"3033","expressit Andreas Gutterwitz",1
"3034","expressus apud Eschillum Matthiae",1
"3035","exs[...] schillus Matthiae",1
"3036","exscribebat Casparus Chemlinus",1
"3037","exscribebat, Petrus Lucius",1
"3038","exscripsit Henricus Keyser, typograph. regius",1
"3039","exscripsit Johannes Vogelius, Academiae typogr",1
"3040","exscripsit Johannes Vogelius, Reg. Acad. typogr",1
"3041","exscripsit Zacharias Brockenius typogr. cap",1
"3042","exscriptus a^ Johanne Vogelio, Reg. Acad. typ",1
"3043","e` typ. Ignatij Meureri",1
"3044","e´ typ. Ignatij Meureri",1
"3045","forlagt af Johan Frederik Schultz, universitets bogtrykker",1
"3046","forlagt af Johan Fredrik Schultz, universitets bogtrykker",1
"3047","forlagt af L. Veeken, trykt hos T. E. Raugel, og faaes tilkjøbs i Pilestraedet No. 111",1
"3048","framl. Lars Salvii tryckeri",1
"3049","fxc. [!] Jo. Wal",1
"3050","fxc. [!] Joh. Kiämpe R. Ac. typ",1
"3051","förr detta Grefinska tryckeriet",1
"3052","gedrucht bey Joh. Kiämpe Königl. Acad. Buchdr",1
"3053","gedrucht bey Petrum Hansonium",1
"3054","gedruckt bei Anton Ferdinand Röse",1
"3055","gedruckt bei Dieterici",1
"3056","gedruckt bei F. Drechsler",1
"3057","gedruckt bei Friedrich Drechsler. Grosse Meschtschanskaja, No 107",1
"3058","gedruckt bei J. C. Frenckell",1
"3059","gedruckt bey Anton Ferdinand Röse",1
"3060","gedruckt bey Christian Kreusigen",1
"3061","gedruckt bey Christoph Brendeken",1
"3062","gedruckt bey Christoph Brendeken, Königl. Gymn. Buchdr",1
"3063","gedruckt bey Christoph Brendeken, Königl. Gymnasii Buchdruckern",1
"3064","gedruckt bey Cristoph Brendeken, Gymnasii Buchdrucker",1
"3065","gedruckt bey Friedeman Hetstädt",1
"3066","gedruckt bey Friederich Conrad Greflingern, an der Ellern-Bru¨cken, gegen der Mu¨hlen u¨ber, wie auch in dessen Contoir-neben dem weissen Schwan, bey der Börse",1
"3067","gedruckt bey Friedrich Drechsler",1
"3068","gedruckt bey Georg Christian Schindler, Königl. hochpreissl. Regierungs, und E. hoch-edlen Raths Buchdrucker",1
"3069","gedruckt bey Gerhard Schrödern",1
"3070","gedruckt bey Heinrich Keiser",1
"3071","gedruckt bey Henr. C. Merckell, königl. Buchdr",1
"3072","gedruckt bey Henr. C. Merckell, königl. Buchdr. im Gross-Furstenthum Finland",1
"3073","gedruckt bey Iochim Fuess",1
"3074","gedruckt bey Iohan Brendeken",1
"3075","gedruckt bey Iohan Brendeken, Königl. Adad. [sic] Buchdruckern",1
"3076","gedruckt bey Iohan Christopher Merckell",1
"3077","gedruckt bey Iohan Georg Eberdt",1
"3078","gedruckt bey Iohan Gorman",1
"3079","gedruckt bey Iohann Wall",1
"3080","gedruckt bey J. H. Werner, Königl. Acad. Buchdrucker",1
"3081","gedruckt bey Jochim Fuess",1
"3082","gedruckt bey Joh. Chr. Frenckell",1
"3083","gedruckt bey Joh. Friedr. Steffenhagen und Sohn",1
"3084","gedruckt bey Joh. Kiämpe Königl. Acad. Buchdr",1
"3085","gedruckt bey Joh. Kiämpe, Königl. Acad. Buchdr",1
"3086","gedruckt bey Johan Brendeken, Acad. buchdrucker",1
"3087","gedruckt bey Johan Edman",1
"3088","gedruckt bey Johann Albrecht Barmeier",1
"3089","gedruckt bey Johann Karl Schnoor",1
"3090","gedruckt bey Königl. Antiquit. Archiv. Buchdr, Joh. Laur. Horrn",1
"3091","gedruckt bey Lars Wall",1
"3092","gedruckt bey Lorentz Ludwig Grefing",1
"3093","gedruckt bey M. C. Iversen",1
"3094","gedruckt bey M. C. Iwersen",1
"3095","gedruckt bey Michaele Laurelio",1
"3096","gedruckt bey Niclaus Wankijffen Königl. Buchdr",1
"3097","gedruckt bey Zacharias Hagemann",1
"3098","gedruckt bey seel. Michael Höpfners, Rahts Buchdr. nachgel. Witw",1
"3099","gedruckt bey sel. Andreas Biörckmans nachgel. Wittwe",1
"3100","gedruckt durch Iohann Vogel",1
"3101","gedruckt in der ... Burchardischen Druckerey, durch Ioh. Iacob Genath, fact",1
"3102","gedruckt in der Iversenschen Buchdruckerei",1
"3103","gedruckt in der Iversenschen Buchdrukkerei",1
"3104","gedruckt in der Königl. Buchdruckerey, von F. Phil. Paulssen",1
"3105","gedruckt in der Schnoorschen Buchdruckerey",1
"3106","gedruckt in der privilegierten Breitkofschen Buchdruckerei",1
"3107","gedruckt in dessen Officin",1
"3108","gedruckt mit Gollnerischen Schrifften",1
"3109","gedruckt und zu finden bey Anton Heinscheidt",1
"3110","gedruckt und zu finden bey Johann Heinrich Kru¨tinger",1
"3111","gedruckt von Joh. Kiämpe, Königl. Acad. Buchdr",1
"3112","gedruckt von Joh. Kiämpe, königl. Acad. Buchdr",1
"3113","gedruckt, bey Iohann Brendeken, Königl: Acad: Buchdr",1
"3114","gedruckt, by M. van Hulkenroy, aan de Markt",1
"3115","gedrukkt bey seel. Matth. Syngmanns Wittwen",1
"3116","gedrukkt durch Peter Hansson",1
"3117","gedrukt bey seel. Math. Syngmanns Wittwen",1
"3118","gedrukt by de Erfgen: van Iz: van Hulkenroy, in de Lange Begynestraat",1
"3119","gedrukt by de Erfgen: van Iz: van Hulkenroy, in de Lange Begynestraat, in de Konings hulk",1
"3120","gedukt und zu finden bey Johann Daniel Endter",1
"3121","getruckt bey Wilhelm Christian Glasern",1
"3122","gymnasii",1
"3123","haec penes Johannem Wallium",1
"3124","haeredum Christiani Tham",1
"3125","haeredum Meisnerianis",1
"3126","haeredum Zachariae Lehmanni",1
"3127","hoos Amund Grefwe, och ther til kiöps finnas",1
"3128","hoos And: Biörckman, Kl. Acad. boktr",1
"3129","hoos Ch. Reusner",1
"3130","hoos Chr. Reusner then äldre",1
"3131","hoos Eskil Matzson",1
"3132","hoos Eskill Matsson",1
"3133","hoos Hendrich Curio",1
"3134","hoos Hendrich Cvrio",1
"3135","hoos Henr. C. Merckell, kongl. booktr",1
"3136","hoos Henrich Keysar",1
"3137","hoos Henrik Curio",1
"3138","hoos I. Wall, A. t",1
"3139","hoos Iacob Becker",1
"3140","hoos Ignatium Meurer, kongl. booktr",1
"3141","hoos Ignatium Meurern",1
"3142","hoos Ioh: Wall A. t",1
"3143","hoos Iohan L. Wall",1
"3144","hoos Iohan L. Wall, acad. booktr",1
"3145","hoos Iohan L. Wallius",1
"3146","hoos Iohan Wall Larsson, A. t",1
"3147","hoos Iohan Wall Larsson, Kongl. Universitetz booktr",1
"3148","hoos Iohan Winter",1
"3149","hoos Iohan Winter, k. b",1
"3150","hoos Iohan Winter, kongl. booktr",1
"3151","hoos Iohann Wald Larsson, A. t",1
"3152","hoos J. Wall",1
"3153","hoos Jo. Laurent. Wallium",1
"3154","hoos Jo. Laurentii Wallium",1
"3155","hoos Jo. Wal",1
"3156","hoos Johan L. Wald, Kongl. acad. booktryckiare",1
"3157","hoos Johan L. Wall, A. t",1
"3158","hoos Johan Wall Larsson, kongl. acad. booktr",1
"3159","hoos Johan Winter",1
"3160","hoos Johan Winter, kongl. booktryck",1
"3161","hoos Kongl. Maij:tz booktr. Henr. C. Merckell",1
"3162","hoos Niclas Wankijff, k. b",1
"3163","hoos Oloff Olsson [sic",1
"3164","hoos Peder Hansson, Acad. typ",1
"3165","hoos Peder Hansson, Acad. typog",1
"3166","hoos Peter Hanson",1
"3167","hoos Petrum Hansonium Acad. typogr",1
"3168","hoos sal. Lars Walls enckia",1
"3169","hoos sal. Matthiae Syngmas enckia",1
"3170","hoos sal. Peder Waldz änckia",1
"3171","hooss Peter Waldz enckia",1
"3172","hos Anders Zetterberg",1
"3173","hos Christ. Ludv. Hjelt",1
"3174","hos Christoph. Reusner",1
"3175","hos Henr. C. Merckell kongl. boktr. i stor-förstend. Finland",1
"3176","hos Io. Wall",1
"3177","hos Ioh. Wall",1
"3178","hos Ioh[an] Wall",1
"3179","hos Iohan H. Werner, kongl. boktr",1
"3180","hos J. H. Werner, Hennes Kongl. Majestets och Upsala academiae boktryckare",1
"3181","hos J. H. Werner, Kongl. m:tz och Ups. acad. boktr",1
"3182","hos J. H. Werner, kongl. boktr",1
"3183","hos J. H. Werner, kongl. boktryckare",1
"3184","hos J. Wal",1
"3185","hos Jo. Laurent. Wal",1
"3186","hos Joh. H. Werner kongl. boktr",1
"3187","hos Joh. H. Werner, Kongl. boktryckare",1
"3188","hos Joh. H. Werner, kongl. may:tz och Upsala Acad. boktr",1
"3189","hos Joh. H. Werner, kongl. may:tz och Upsala Academiae boktr",1
"3190","hos Joh. Henr. Werner, kongl. boktr",1
"3191","hos Johan Christopher Frenckell på dess förlag och kostnad",1
"3192","hos Johan H. Werner, kongl. may:tz och Upsala Academiae boktryckare",1
"3193","hos Johan Henrik Werner kongl. boktr",1
"3194","hos K. Acad. boktryckaren Joh. C. Frenckells enka",1
"3195","hos Kongl. acad. boktr. J. C. Frenckells enka",1
"3196","hos Lars Salvius",1
"3197","hos Magnus Swederus Kongl. acad. bokhandlare",1
"3198","hos Strinnholm och Häggström",1
"3199","hos Swederus K. a. b",1
"3200","hos Swederus, K. a. b., [Johan A. Carlbohm",1
"3201","hos Winter",1
"3202","hos bokhandlaren Joh. Arbore´n på Stora Nygatan",1
"3203","hos sal: Peder Waldz Enckia",1
"3204","hunc ornabat Johannes Winter",1
"3205","hänen keisarillisen majest. privil. gouvernamentin kirja-prändisä Martin Christoph Iverseldä",1
"3206","i Frenckellska boktryckeriet",1
"3207","i Kongl. academiae boktryckeriet",1
"3208","im Verlage der Wittwe Abraham Vandenhoeks",1
"3209","im Verlage des Geograph. Instituts",1
"3210","im Verlage des Geograph: Instituts",1
"3211","imp. E. Flodström R. Acad. typ",1
"3212","imp. E. Flodström, R. Acad. typ",1
"3213","imp. Reg. Acad. typogr. Eric Flodström",1
"3214","imp. apud Joh. L. Wallium, A. t",1
"3215","imp. typ. Acad",1
"3216","impensis Johannis Clarke, ad insigne bibliorum sub mbio regali",1
"3217","impensis Petri Kraft, graec. litt. lect",1
"3218","in Typogr. Reg",1
"3219","in Typographia ad Regiam Academiam",1
"3220","in der Vossischen Buchhandlung",1
"3221","in officina Barmeieriana",1
"3222","in officina Iohannis Daubmanni",1
"3223","in officina Iohannis Daubmanni, mebatur",1
